day	Anno	celltype	UMAP_1	UMAP_2	marker:Hlx	marker:Postn	up:Foxp1	up:Creb3l1	up:Nr2f2	up:Hoxb2	up:Gata5	up:Nkx2-3	up:Mef2c	down:Cdx2	down:Lef1	down:Hoxd9	down:Pitx1	down:Id3	down:Hoxd1	down:Evx1	down:Nkx1-2	down:Hoxa10	down:Msx1	down:Msx2	down:Tcf7	down:Alx3	down:Hmga2	down:Sp5	down:Hoxa1	down:Id1	down:Cdx1	down:Hoxb6	down:Hoxb8	down:Hoxb9	down:Cdx4	down:Tbx3
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.41	3.06	2.3	0	0	0	0	3.4	0	0	0	2.3	0	0	0	4.4	0	0	0	0	2.3	3.9	0	2.3	2.3	0	0	3.4	0	2.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.48	4.19	0	0	2.3	0	0	3	3	0	0	0	3	0	0	4.5	0	0	0	0	3.6	0	3	0	2.3	0	0	2.3	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.24	4.79	2.4	0	0	2.4	0	3.7	0	0	0	0	0	0	0	3.4	0	0	0	0	3	2.4	0	0	0	0	0	3	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.31	-4.53	0	0	0	0	0	2.1	0	0	0	3.1	4.1	0	2.1	3.8	2.1	3.1	3.4	2.8	3.1	0	0	0	3.8	2.1	0	3.4	0	3.1	0	2.8	2.8	2.1
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.29	-0.23	0	2.9	1.7	2.2	1.7	0	0	0	0	0	2.9	0	0	4	2.9	0	0	0	3.3	1.7	2.6	0	3.4	1.7	1.7	2.2	1.7	1.7	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.63	-0.92	0	0	2.3	0	0	2.3	0	0	0	2.9	2.3	0	2.3	4.6	0	0	0	0	3.8	0	0	0	3.6	0	2.3	3.8	2.9	0	0	0	2.3	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.1	7.18	0	0	3.1	3.4	0	2.7	0	0	2.1	0	0	0	0	2.1	0	0	0	0	3.1	0	0	0	2.7	0	2.7	0	0	0	0	2.1	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.03	3.13	3	0	0	2.3	0	3.4	0	0	0	0	0	0	3.4	0	0	0	0	0	2.3	2.3	0	0	3	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.78	3.78	0	0	2.2	2.2	0	2.9	2.9	0	0	0	2.2	0	2.2	0	0	0	0	0	4.3	0	0	0	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.19	-3.38	0	3.1	0	2.7	0	3.6	0	0	0	0	0	0	2.1	2.7	0	0	0	0	2.7	2.7	2.1	0	0	2.1	0	0	0	3.4	2.7	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.02	-0.67	0	1.9	0	2.5	0	3.4	1.9	0	0	0	0	0	1.9	3.4	0	0	0	0	4.2	2.9	0	1.9	2.9	0	0	2.5	0	1.9	0	0	0	1.9
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.44	-5.99	0	3.5	0	2.2	0	2.2	0	0	0	0	0	0	4	0	0	0	0	0	0	3.2	0	0	3.2	2.2	2.2	0	0	2.2	2.8	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-0.16	-1.54	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	2.9	3.6	2.9	0	3.9	0	0	2.9	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.34	-4.24	1.9	0	2.5	0	0	1.9	0	0	0	4.6	2.5	1.9	3.2	3.7	0	1.9	1.9	0	4.1	0	1.9	1.9	3.7	0	1.9	2.9	0	3.6	2.9	1.9	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.42	-2.17	0	0	0	2.4	0	2.4	2.8	0	0	0	0	0	1.8	3.7	2.4	0	0	0	3.9	3.7	2.4	0	1.8	0	0	3.4	0	3.3	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.55	5.28	2.1	2.1	0	3.9	0	3.8	0	0	0	0	0	0	0	2.1	0	0	0	0	3.1	2.7	0	0	2.1	0	2.1	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.11	-4	2.4	0	2.4	1.8	0	1.8	0	0	0	4	2.4	2.8	2.4	3.5	0	0	0	3.3	3.6	1.8	0	0	3.5	0	1.8	3.5	0	3.1	2.8	0	0	1.8
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.37	-2	0	0	0	2.7	0	0	0	0	0	3.3	0	0	0	0	2.7	0	0	0	4.4	3.3	0	0	3.3	0	0	0	0	0	2.7	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.68	-3.29	2.4	0	0	0	0	2.4	0	0	0	3.7	0	3.7	3.4	4.6	0	2.4	3	0	3	2.4	2.4	0	0	0	0	2.4	0	2.4	0	0	3.4	2.4
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.62	5.12	0	0	0	0	0	3.1	0	0	0	0	2.1	0	0	4.2	0	0	0	0	4.5	4.1	2.1	0	3.8	3.1	0	3.1	0	0	0	0	0	2.1
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	7.03	-2.8	0	0	0	2.8	0	2.8	2.8	0	0	0	0	0	3.4	2.8	0	0	0	0	3.4	0	0	0	2.8	0	0	0	0	3.8	0	2.8	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.09	-0.29	0	0	0	0	0	0	2.2	0	0	0	0	0	0	2.2	3.6	0	0	0	4.2	4.1	2.2	0	3.3	3.3	0	3.9	2.2	2.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.44	-2.96	0	0	0	2.9	0	3.2	0	0	0	0	0	0	0	2.5	0	0	0	0	2.5	2.5	0	1.9	2.5	0	0	1.9	0	1.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.59	4.07	0	0	2.2	2.2	0	2.2	2.2	0	0	0	0	0	0	2.2	0	0	0	0	2.2	0	2.2	0	2.2	0	0	0	0	2.2	0	0	0	2.2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.31	4.28	2.4	0	3.1	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	3.7	3.1	0	0	3.1	0	0	0	0	3.1	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	7.32	-1.81	0	2.4	0	3.8	2.4	3.8	0	0	0	0	0	0	2.4	0	0	0	0	0	3.8	3.1	2.4	0	3.5	0	2.4	0	0	3.5	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.38	-0.64	0	2.3	0	0	0	2.3	2.3	0	0	0	0	0	2.3	3.3	2.9	0	0	0	3.3	3.8	2.3	2.3	2.3	0	0	2.3	0	3.3	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.66	5.29	0	2.2	2.2	2.2	0	3.2	2.2	0	0	0	0	0	0	3.2	0	0	0	0	2.2	0	0	0	0	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.79	0.77	0	0	0	0	0	2.6	2.6	0	0	2.6	0	0	0	5.4	2.6	0	0	0	3.2	3.9	0	0	2.6	0	2.6	2.6	0	0	0	0	0	2.6
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.84	-8.58	0	2.4	0	3.1	0	0	0	0	0	0	2.4	0	4.5	4.4	0	0	0	0	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.18	1.76	1.9	1.9	1.9	2.5	1.9	3.6	0	0	0	0	0	0	2.5	0	0	0	0	0	0	2.5	2.5	0	3.2	0	0	0	0	2.5	2.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.35	3.07	0	0	0	0	0	3.1	0	0	0	2.5	0	0	0	4.3	0	0	0	0	3.1	3.1	0	0	3.1	0	0	3.8	0	2.5	0	0	0	2.5
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.67	5.06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	2.5	0	0	0	0	3.1	0	0	0	0	0	4	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.39	1.14	0	0	2	0	2	3.6	2	0	0	2	0	0	0	4.2	2.6	0	0	0	3.8	2.6	0	0	3.8	0	2	0	0	2	0	0	0	3
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.02	-1.4	0	4.3	0	3.6	0	0	0	0	0	0	0	0	0	2.9	2.3	0	0	0	3.6	0	0	0	0	0	2.3	2.3	0	3.3	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.55	-1	0	0	0	0	0	3	0	0	0	0	2.6	2.6	2.6	2.6	4.2	0	0	0	4	3.5	0	0	3.8	2.6	0	3	3.3	2	0	0	2.6	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-2.58	-1.45	0	0	0	0	0	0	0	0	0	0	2.6	2.6	3.2	3.2	2.6	0	0	0	4.3	0	0	2.6	4.5	2.6	0	3.9	3.2	3.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.31	4.46	0	0	1.8	0	0	3	1.8	0	1.8	0	0	0	2.4	2.4	1.8	0	0	0	3.8	2.4	2.8	0	3.4	1.8	0	1.8	0	1.8	2.8	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.17	-2.57	0	2.3	0	3.3	0	0	0	0	0	0	0	0	2.7	2.7	1.7	0	0	0	2.9	1.7	2.3	0	3.1	0	0	2.7	1.7	2.3	2.7	1.7	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.74	4.33	0	0	3.3	2.7	0	4.7	0	0	0	0	2.7	0	0	4	0	0	0	0	4	2.7	0	0	0	0	0	4.4	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.3	4.77	0	0	2.6	1.9	0	2.9	0	0	2.6	0	1.9	0	0	4.1	1.9	0	0	0	0	1.9	1.9	0	3.2	0	0	3.8	1.9	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.79	-3.17	0	3.2	0	2.5	2.5	0	0	0	2.5	0	0	0	0	0	0	0	0	0	3.2	3.2	0	0	2.5	0	2.5	0	0	3.6	2.5	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.89	-1.02	0	0	0	0	0	3.5	0	0	0	0	0	2.4	2.4	3.1	0	0	0	0	4.4	3.7	0	2.4	3.1	2.4	0	0	0	4.1	2.4	0	0	2.4
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.37	3.95	0	0	2.3	2.3	2.9	2.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.71	-2.18	0	0	0	0	0	2.8	2.2	0	0	0	0	0	2.8	3.8	2.2	0	0	0	4.7	2.8	2.2	0	2.8	2.2	0	0	0	2.8	0	0	2.2	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.11	0.39	1.5	0	2.5	2.5	2.7	3.4	0	0	0	0	0	0	1.5	3.5	0	0	0	0	2.1	1.5	0	0	3.4	0	0	2.7	0	1.5	1.5	0	0	1.5
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.25	-2.67	0	2.3	2.3	0	0	2.9	2.3	0	0	0	0	0	3.3	2.9	0	0	0	0	4	2.9	0	0	2.3	0	0	2.3	0	3.3	2.3	0	0	2.3
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.48	-3.66	0	3.2	0	2.9	2.2	2.2	0	0	0	0	0	0	0	2.9	0	2.2	0	0	4.4	0	0	0	3.5	2.9	0	2.2	0	3.5	2.2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-2.97	-3.18	2.3	0	2.3	2.3	0	0	0	3	0	4.7	2.3	3.3	3	3.3	0	0	3	0	3.8	0	2.3	0	4.4	0	0	0	0	3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-0.51	-3.93	0	1.9	0	0	0	2.8	1.9	0	0	0	1.9	1.9	0	3.8	0	0	0	1.9	3.9	1.9	0	0	4	1.9	0	3.3	0	3.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.55	-1.16	0	2.7	2.7	0	0	2.7	0	0	0	0	0	0	0	0	3.8	0	0	0	3.8	3.8	0	0	2.7	0	0	0	0	4.1	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.13	2.59	0	0	0	0	0	1.8	0	0	0	1.8	2.4	0	0	3.9	1.8	0	0	0	2.4	0	0	0	3.8	1.8	2.4	3	2.8	0	0	0	0	1.8
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.2	5.56	0	0	2.7	0	0	2	3.1	0	0	0	2	0	0	4.3	2.7	0	0	0	3.9	2.7	0	0	3.3	0	0	3.1	0	0	0	0	0	2.7
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.44	-2.76	0	2.9	0	2.9	0	2.9	0	0	0	0	0	0	0	2.9	0	0	0	0	0	3.9	0	2.9	3.9	0	2.9	0	0	2.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.87	-6.25	1.7	0	1.7	0	0	1.7	0	0	0	3.3	2.7	2.3	2.9	4.3	2.3	0	2.3	1.7	3.5	1.7	0	1.7	3.2	0	0	3.7	0	3.8	2.3	2.3	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.85	3.13	0	2.3	2.3	0	0	2.3	0	2.9	0	2.3	0	0	2.9	2.9	0	0	0	0	3.3	2.9	0	0	0	0	0	0	0	3.3	3.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.7	-0.98	0	0	0	0	0	2.3	0	0	0	2.3	3.4	0	2.3	3	2.3	2.3	2.3	0	2.3	2.3	2.3	0	4.4	2.3	0	2.3	2.3	3.4	3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.71	6.35	0	0	0	0	0	3.9	2.6	0	4.1	2	2	0	0	4.4	0	0	0	0	0	2	0	0	3	0	2	3.3	0	0	2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.52	5.52	0	2.5	0	0	0	0	2.5	0	0	0	0	0	2.5	0	0	0	0	0	3.1	0	0	0	0	0	2.5	0	0	0	0	0	0	2.5
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.05	-0.2	0	0	1.7	0	0	3.4	0	0	0	0	0	0	1.7	1.7	0	0	0	0	3.5	0	0	0	2.3	0	0	0	0	3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.51	3.13	0	0	0	3.1	0	3.1	0	0	0	1.8	1.8	0	2.4	3.9	1.8	0	0	0	4	2.4	0	0	1.8	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.64	3.05	3.7	0	3	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	4.1	3	0	0	3	0	0	3	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.39	-0.13	2.3	0	1.7	0	1.7	0	0	0	0	0	2.6	1.7	1.7	3.8	2.6	1.7	0	0	3.7	2.3	2.6	1.7	3.7	0	0	2.3	2.3	2.3	1.7	0	2.3	1.7
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.7	3.46	0	0	0	3.3	0	3.3	0	0	0	0	0	0	0	4	0	0	0	0	3.3	0	2.3	0	2.3	0	2.3	0	0	3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.9	-2.93	0	2	2	0	0	3.3	0	0	0	2.6	3	0	2.6	3.8	3.3	0	0	0	4.3	3	2	2.6	3.5	2	2	2	0	2.6	3.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-2.45	-5.21	0	2	0	0	0	2.6	0	0	0	4.1	3.4	2	3.8	4.1	0	2	0	0	4.2	3.4	2	0	3.9	0	0	2.6	0	2	2.6	2	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.58	4.82	3.5	0	2.8	3.7	0	3.7	0	2.2	0	0	2.2	0	2.2	2.2	0	0	0	0	0	2.2	0	2.2	2.2	0	2.2	0	0	2.2	2.2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.34	3.87	0	0	2	2	0	3.2	2	0	2	2	0	0	0	4	0	0	0	0	0	3.2	0	0	2.6	0	2	2	0	2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.14	-3.64	0	3	0	3	0	2.6	0	0	0	0	0	0	0	2.6	0	0	0	0	3	2	0	2	2	2	0	0	0	2.6	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-6.57	3.68	0	0	0	1.7	0	2.3	0	0	0	3.5	2.7	2.3	3.2	3.9	1.7	0	1.7	1.7	2.7	2.9	1.7	0	2.9	1.7	1.7	3.2	2.3	1.7	2.7	0	1.7	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.13	1.27	2.3	0	2.3	2.9	1.7	4	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.3	0	0	2.3	0	1.7	0	0	1.7	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.93	4.76	2.3	0	2.3	2.3	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	0	0	0	3.6	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.15	-7.12	0	0	0	0	0	0	0	0	0	0	3.1	0	4.5	5.1	0	0	0	2.5	0	0	0	0	3.1	2.5	2.5	0	0	2.5	2.5	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-5.64	0.41	0	0	0	0	0	2.3	0	0	0	0	1.7	0	0	4	2.3	0	0	0	3.3	2.9	0	0	3.6	3.3	0	2.9	2.3	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.59	-5.64	0	0	1.8	0	0	2.8	0	2.4	0	0	1.8	0	2.8	1.8	1.8	1.8	0	1.8	2.8	2.4	1.8	0	3.1	0	0	0	0	1.8	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.6	-1.04	0	2.3	0	0	0	2.3	0	0	0	0	2.3	0	2.3	3.3	2.3	0	0	0	4.2	2.3	0	3	0	0	0	3	0	3	3.6	0	2.3	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.22	5.9	0	0	0	0	1.9	2.9	0	0	3.1	2.9	0	0	0	3.7	0	1.9	0	0	2.5	0	0	0	2.5	1.9	1.9	1.9	2.5	0	2.5	2.5	2.9	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.76	-4.07	1.8	0	1.8	0	0	0	0	0	0	3.8	2.8	3.3	3.1	4.7	0	0	1.8	0	3.5	0	0	1.8	4	0	0	3.5	0	2.4	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.95	2.66	2.2	3.2	2.2	3.5	0	2.2	0	0	0	0	0	0	2.2	0	0	2.2	0	0	2.2	0	0	0	2.2	2.8	0	0	0	2.8	2.2	0	2.2	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.8	2.58	2.1	0	2.7	0	0	2.1	0	0	0	3.1	0	0	2.1	3.1	2.1	0	0	0	3.1	3.4	0	0	2.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	7.15	-2.51	0	4	0	2.5	0	3.8	0	0	0	0	0	0	0	3.1	2.5	0	0	0	4.2	2.5	0	0	3.1	2.5	0	0	0	3.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.22	1.53	0	2.1	3.1	2.8	0	0	0	2.8	0	3.1	0	0	3.1	0	0	0	0	0	2.1	0	0	0	4.1	0	0	2.1	0	0	0	2.1	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.85	-4.26	0	0	2.1	2.1	0	0	0	0	0	2.7	2.1	2.1	3.8	4.4	0	2.1	0	0	4.2	2.1	2.1	2.1	2.1	2.1	0	0	0	3.1	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.82	-2.82	0	3.5	0	2.9	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	3.5	2.9	0	0	0	0	0	0	0	3.9	2.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.85	-1.65	0	0	2.5	0	0	1.9	1.9	0	0	2.5	2.5	1.9	2.5	3.5	2.5	0	0	0	3.7	0	1.9	0	4.3	0	0	3.1	1.9	2.5	1.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.21	-1.65	0	0	2.3	0	0	2.3	0	0	0	2.3	0	2.3	0	4.8	2.3	2.3	0	0	4.7	3.9	0	0	3.9	3.4	2.3	3.4	0	3	3	0	3	2.3
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.61	3.93	0	3.1	0	4	2.4	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.84	2.51	2	0	0	2	0	0	0	0	0	3.6	0	0	0	3.6	0	0	0	0	3	2	0	0	3.4	0	0	0	0	2	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.99	0.47	0	0	2.4	2.4	1.8	1.8	0	0	0	0	0	0	1.8	2.7	0	1.8	0	0	2.4	0	0	0	2.4	0	0	0	0	1.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	7.18	-1.99	2.3	3.6	0	3.4	0	2.3	0	0	0	0	0	0	2.3	3.4	0	0	0	0	3.9	3.6	0	3	2.3	3	0	4	0	0	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.35	-2.41	0	3.4	0	1.9	0	3.4	0	0	0	0	0	0	2.5	3.2	1.9	0	0	0	4.6	3.2	1.9	1.9	1.9	0	1.9	0	0	2.5	1.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.16	2.83	0	3.1	2.4	2.8	0	2.4	0	0	0	0	1.8	0	0	3.6	0	0	0	0	2.4	1.8	0	0	3.9	1.8	1.8	3.1	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.05	2.72	2.1	0	0	3.3	2.7	4.3	2.1	0	0	2.1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.67	4.12	0	0	2	2	0	3.7	0	0	0	0	0	0	0	3.3	0	0	0	0	3.9	3	0	0	2.7	0	0	0	0	0	2	0	0	2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.31	4.57	0	0	0	0	0	2.8	4.2	0	0	0	0	0	0	4.2	3.5	0	0	0	3.5	2.8	0	0	3.5	0	0	2.8	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.99	3.96	0	0	2.2	2.2	0	2.2	0	0	0	0	2.2	0	0	0	2.2	0	0	0	2.2	0	0	0	2.9	0	0	0	0	2.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.56	3.19	0	0	2	3.3	0	3.3	0	0	0	0	0	0	2.6	2	0	0	0	0	2.6	2	2	0	2	0	0	0	0	2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.81	-1.94	0	2.9	2.3	2.9	0	2.9	0	0	0	0	2.3	0	2.9	3.3	2.3	0	0	0	4	3.6	0	0	0	2.9	0	0	0	2.9	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.07	3.65	2	2	0	2	0	3.9	2	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	2	0	0	0	0	2	0	0	0	2
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.45	-2.3	0	0	2.3	3	0	2.3	0	0	0	0	0	0	0	3	0	0	0	0	3.6	0	0	2.3	3	0	0	0	0	3	3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.45	3.61	3.1	0	2.7	2.1	0	2.7	0	0	0	0	0	0	2.7	0	0	0	0	0	2.1	0	0	2.1	0	0	0	0	3.1	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.24	5.07	0	0	3	0	0	3.9	2.3	0	2.3	0	3	0	0	3.4	2.3	0	0	0	2.3	0	0	0	3	0	0	0	0	2.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.87	4.2	0	0	0	2.3	0	3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.3	0	0	0
